Chr	Start	End	Value
6	101000001	102000000	1
6	102000001	103000000	3
6	103000001	104000000	2
6	104000001	105000000	8
6	105000001	106000000	14
6	106000001	107000000	21
6	107000001	108000000	17
6	108000001	109000000	29
6	109000001	110000000	19
6	110000001	111000000	21
6	111000001	112000000	19
6	112000001	113000000	19
6	113000001	114000000	12
6	114000001	115000000	10
6	115000001	116000000	2
6	116000001	117000000	26
6	117000001	118000000	15
6	118000001	119000000	9
6	119000001	120000000	8
6	120000001	121000000	4
6	121000001	122000000	15
6	122000001	123000000	14
6	123000001	124000000	6
6	124000001	125000000	2
6	125000001	126000000	12
6	126000001	127000000	9
6	127000001	128000000	19
6	128000001	129000000	8
6	129000001	130000000	11
6	130000001	131000000	7
6	131000001	132000000	19
6	132000001	133000000	33
6	133000001	134000000	12
6	134000001	135000000	21
6	135000001	136000000	14
6	136000001	137000000	25
6	137000001	138000000	15
6	138000001	139000000	18
6	139000001	140000000	13
6	140000001	141000000	8
6	141000001	142000000	4
6	142000001	143000000	12
6	143000001	144000000	22
6	144000001	145000000	14
6	145000001	146000000	10
6	146000001	147000000	12
6	147000001	148000000	8
6	148000001	149000000	9
6	149000001	150000000	44
6	150000001	151000000	19
6	151000001	152000000	19
6	152000001	153000000	15
6	153000001	154000000	16
6	154000001	155000000	14
6	155000001	156000000	9
6	156000001	157000000	9
6	157000001	158000000	15
6	158000001	159000000	25
6	159000001	160000000	28
6	160000001	161000000	20
6	161000001	162000000	3
6	162000001	163000000	4
6	163000001	164000000	14
6	164000001	165000000	4
6	165000001	166000000	8
6	166000001	167000000	26
6	167000001	168000000	25
6	168000001	169000000	14
6	169000001	170000000	25
6	170000001	170805979	21
7	1	1000000	27
7	1000001	2000000	29
7	2000001	3000000	21
7	3000001	4000000	7
7	4000001	5000000	11
7	5000001	6000000	32
7	6000001	7000000	39
7	7000001	8000000	21
7	8000001	9000000	9
7	9000001	10000000	9
7	10000001	11000000	8
7	11000001	12000000	7
7	12000001	13000000	15
7	13000001	14000000	5
7	14000001	15000000	6
7	15000001	16000000	8
7	16000001	17000000	18
7	17000001	18000000	12
7	18000001	19000000	7
7	19000001	20000000	11
7	20000001	21000000	17
7	21000001	22000000	10
7	22000001	23000000	15
7	23000001	24000000	28
7	24000001	25000000	10
7	25000001	26000000	16
7	26000001	27000000	15
7	27000001	28000000	54
7	28000001	29000000	9
7	29000001	30000000	19
7	30000001	31000000	35
7	31000001	32000000	8
7	32000001	33000000	19
7	33000001	34000000	15
7	34000001	35000000	10
7	35000001	36000000	17
7	36000001	37000000	23
7	37000001	38000000	13
7	38000001	39000000	31
7	39000001	40000000	21
7	40000001	41000000	10
7	41000001	42000000	3
7	42000001	43000000	11
7	43000001	44000000	21
7	44000001	45000000	45
7	45000001	46000000	24
7	46000001	47000000	10
7	47000001	48000000	13
7	48000001	49000000	10
7	49000001	50000000	5
7	50000001	51000000	15
7	51000001	52000000	10
7	52000001	53000000	3
7	53000001	54000000	14
7	54000001	55000000	11
7	55000001	56000000	32
7	56000001	57000000	44
7	57000001	58000000	63
7	58000001	59000000	0
7	59000001	60000000	0
7	60000001	61000000	0
7	61000001	62000000	0
7	62000001	63000000	1
7	63000001	64000000	57
7	64000001	65000000	48
7	65000001	66000000	33
7	66000001	67000000	41
7	67000001	68000000	13
7	68000001	69000000	8
7	69000001	70000000	9
7	70000001	71000000	2
7	71000001	72000000	6
7	72000001	73000000	17
7	73000001	74000000	45
7	74000001	75000000	21
7	75000001	76000000	40
7	76000001	77000000	32
7	77000001	78000000	26
7	78000001	79000000	6
7	79000001	80000000	11
7	80000001	81000000	12
7	81000001	82000000	8
7	82000001	83000000	4
7	83000001	84000000	7
7	84000001	85000000	8
7	85000001	86000000	5
7	86000001	87000000	4
7	87000001	88000000	17
7	88000001	89000000	15
7	89000001	90000000	3
7	90000001	91000000	17
7	91000001	92000000	8
7	92000001	93000000	24
7	93000001	94000000	17
7	94000001	95000000	17
7	95000001	96000000	16
7	96000001	97000000	14
7	97000001	98000000	27
7	98000001	99000000	14
7	99000001	100000000	44
7	100000001	101000000	71
7	101000001	102000000	29
7	102000001	103000000	45
7	103000001	104000000	20
7	104000001	105000000	8
7	105000001	106000000	19
7	106000001	107000000	14
7	107000001	108000000	22
7	108000001	109000000	13
7	109000001	110000000	6
7	110000001	111000000	3
7	111000001	112000000	7
7	112000001	113000000	16
7	113000001	114000000	6
7	114000001	115000000	7
7	115000001	116000000	11
7	116000001	117000000	26
7	117000001	118000000	23
7	118000001	119000000	5
7	119000001	120000000	2
7	120000001	121000000	9
7	121000001	122000000	12
7	122000001	123000000	16
7	123000001	124000000	17
7	124000001	125000000	12
7	125000001	126000000	11
7	126000001	127000000	4
7	127000001	128000000	15
7	128000001	129000000	52
7	129000001	130000000	27
7	130000001	131000000	38
7	131000001	132000000	16
7	132000001	133000000	8
7	133000001	134000000	9
7	134000001	135000000	13
7	135000001	136000000	24
7	136000001	137000000	8
7	137000001	138000000	11
7	138000001	139000000	25
7	139000001	140000000	20
7	140000001	141000000	26
7	141000001	142000000	33
7	142000001	143000000	97
7	143000001	144000000	50
7	144000001	145000000	30
7	145000001	146000000	6
7	146000001	147000000	3
7	147000001	148000000	9
7	148000001	149000000	20
7	149000001	150000000	32
7	150000001	151000000	36
7	151000001	152000000	37
7	152000001	153000000	22
7	153000001	154000000	5
7	154000001	155000000	8
7	155000001	156000000	26
7	156000001	157000000	13
7	157000001	158000000	22
7	158000001	159000000	11
7	159000001	159345973	3
8	1	1000000	23
8	1000001	2000000	21
8	2000001	3000000	11
8	3000001	4000000	3
8	4000001	5000000	3
8	5000001	6000000	12
8	6000001	7000000	25
8	7000001	8000000	78
8	8000001	9000000	33
8	9000001	10000000	22
8	10000001	11000000	24
8	11000001	12000000	41
8	12000001	13000000	54
8	13000001	14000000	13
8	14000001	15000000	9
8	15000001	16000000	6
8	16000001	17000000	7
8	17000001	18000000	25
8	18000001	19000000	16
8	19000001	20000000	15
8	20000001	21000000	17
8	21000001	22000000	6
8	22000001	23000000	39
8	23000001	24000000	32
8	24000001	25000000	12
8	25000001	26000000	13
8	26000001	27000000	15
8	27000001	28000000	32
8	28000001	29000000	22
8	29000001	30000000	21
8	30000001	31000000	31
8	31000001	32000000	9
8	32000001	33000000	6
8	33000001	34000000	23
8	34000001	35000000	8
8	35000001	36000000	4
8	36000001	37000000	15
8	37000001	38000000	27
8	38000001	39000000	36
8	39000001	40000000	17
8	40000001	41000000	10
8	41000001	42000000	23
8	42000001	43000000	27
8	43000001	44000000	29
8	44000001	45000000	0
8	45000001	46000000	0
8	46000001	47000000	17
8	47000001	48000000	22
8	48000001	49000000	17
8	49000001	50000000	9
8	50000001	51000000	5
8	51000001	52000000	10
8	52000001	53000000	12
8	53000001	54000000	17
8	54000001	55000000	18
8	55000001	56000000	11
8	56000001	57000000	25
8	57000001	58000000	13
8	58000001	59000000	14
8	59000001	60000000	10
8	60000001	61000000	15
8	61000001	62000000	13
8	62000001	63000000	9
8	63000001	64000000	16
8	64000001	65000000	12
8	65000001	66000000	11
8	66000001	67000000	24
8	67000001	68000000	12
8	68000001	69000000	10
8	69000001	70000000	19
8	70000001	71000000	17
8	71000001	72000000	9
8	72000001	73000000	13
8	73000001	74000000	29
8	74000001	75000000	21
8	75000001	76000000	7
8	76000001	77000000	11
8	77000001	78000000	3
8	78000001	79000000	11
8	79000001	80000000	10
8	80000001	81000000	29
8	81000001	82000000	29
8	82000001	83000000	6
8	83000001	84000000	4
8	84000001	85000000	10
8	85000001	86000000	29
8	86000001	87000000	20
8	87000001	88000000	7
8	88000001	89000000	6
8	89000001	90000000	8
8	90000001	91000000	13
8	91000001	92000000	14
8	92000001	93000000	12
8	93000001	94000000	25
8	94000001	95000000	29
8	95000001	96000000	15
8	96000001	97000000	12
8	97000001	98000000	14
8	98000001	99000000	25
8	99000001	100000000	16
8	100000001	101000000	32
8	101000001	102000000	25
8	102000001	103000000	25
8	103000001	104000000	26
8	104000001	105000000	11
8	105000001	106000000	10
8	106000001	107000000	10
8	107000001	108000000	5
8	108000001	109000000	10
8	109000001	110000000	15
8	110000001	111000000	7
8	111000001	112000000	7
8	112000001	113000000	3
8	113000001	114000000	4
8	114000001	115000000	3
8	115000001	116000000	2
8	116000001	117000000	9
8	117000001	118000000	8
8	118000001	119000000	8
8	119000001	120000000	18
8	120000001	121000000	9
8	121000001	122000000	6
8	122000001	123000000	13
8	123000001	124000000	32
8	124000001	125000000	27
8	125000001	126000000	12
8	126000001	127000000	13
8	127000001	128000000	16
8	128000001	129000000	8
8	129000001	130000000	13
8	130000001	131000000	10
8	131000001	132000000	5
8	132000001	133000000	11
8	133000001	134000000	23
8	134000001	135000000	17
8	135000001	136000000	5
8	136000001	137000000	1
8	137000001	138000000	6
8	138000001	139000000	4
8	139000001	140000000	8
8	140000001	141000000	12
8	141000001	142000000	22
8	142000001	143000000	32
8	143000001	144000000	58
8	144000001	145000000	70
8	145000001	145138636	5
9	1	1000000	24
9	1000001	2000000	9
9	2000001	3000000	11
9	3000001	4000000	9
9	4000001	5000000	18
9	5000001	6000000	31
9	6000001	7000000	26
9	7000001	8000000	8
9	8000001	9000000	5
9	9000001	10000000	3
9	10000001	11000000	7
9	11000001	12000000	3
9	12000001	13000000	10
9	13000001	14000000	9
9	14000001	15000000	16
9	15000001	16000000	15
9	16000001	17000000	8
9	17000001	18000000	8
9	18000001	19000000	5
9	19000001	20000000	25
9	20000001	21000000	10
9	21000001	22000000	47
9	22000001	23000000	11
9	23000001	24000000	9
9	24000001	25000000	3
9	25000001	26000000	4
9	26000001	27000000	10
9	27000001	28000000	16
9	28000001	29000000	5
9	29000001	30000000	4
9	30000001	31000000	9
9	31000001	32000000	6
9	32000001	33000000	20
9	33000001	34000000	47
9	34000001	35000000	47
9	35000001	36000000	58
9	36000001	37000000	17
9	37000001	38000000	34
9	38000001	39000000	26
9	39000001	40000000	26
9	40000001	41000000	29
9	41000001	42000000	33
9	42000001	43000000	32
9	43000001	44000000	1
9	44000001	45000000	0
9	45000001	46000000	0
9	46000001	47000000	0
9	47000001	48000000	0
9	48000001	49000000	0
9	49000001	50000000	0
9	50000001	51000000	0
9	51000001	52000000	0
9	52000001	53000000	0
9	53000001	54000000	0
9	54000001	55000000	0
9	55000001	56000000	0
9	56000001	57000000	0
9	57000001	58000000	0
9	58000001	59000000	0
9	59000001	60000000	0
9	60000001	61000000	6
9	61000001	62000000	26
9	62000001	63000000	33
9	63000001	64000000	20
9	64000001	65000000	21
9	65000001	66000000	16
9	66000001	67000000	27
9	67000001	68000000	22
9	68000001	69000000	18
9	69000001	70000000	16
9	70000001	71000000	14
9	71000001	72000000	7
9	72000001	73000000	15
9	73000001	74000000	8
9	74000001	75000000	10
9	75000001	76000000	10
9	76000001	77000000	14
9	77000001	78000000	9
9	78000001	79000000	10
9	79000001	80000000	12
9	80000001	81000000	6
9	81000001	82000000	14
9	82000001	83000000	10
9	83000001	84000000	20
9	84000001	85000000	7
9	85000001	86000000	12
9	86000001	87000000	14
9	87000001	88000000	27
9	88000001	89000000	17
9	89000001	90000000	15
9	90000001	91000000	14
9	91000001	92000000	14
9	92000001	93000000	39
9	93000001	94000000	19
9	94000001	95000000	26
9	95000001	96000000	25
9	96000001	97000000	24
9	97000001	98000000	35
9	98000001	99000000	17
9	99000001	100000000	19
9	100000001	101000000	15
9	101000001	102000000	19
9	102000001	103000000	6
9	103000001	104000000	5
9	104000001	105000000	23
9	105000001	106000000	12
9	106000001	107000000	10
9	107000001	108000000	20
9	108000001	109000000	11
9	109000001	110000000	14
9	110000001	111000000	13
9	111000001	112000000	20
9	112000001	113000000	21
9	113000001	114000000	30
9	114000001	115000000	22
9	115000001	116000000	7
9	116000001	117000000	9
9	117000001	118000000	13
9	118000001	119000000	4
9	119000001	120000000	4
9	120000001	121000000	11
9	121000001	122000000	17
9	122000001	123000000	38
9	123000001	124000000	15
9	124000001	125000000	25
9	125000001	126000000	18
9	126000001	127000000	13
9	127000001	128000000	38
9	128000001	129000000	54
9	129000001	130000000	40
9	130000001	131000000	19
9	131000001	132000000	24
9	132000001	133000000	17
9	133000001	134000000	38
9	134000001	135000000	29
9	135000001	136000000	24
9	136000001	137000000	69
9	137000001	138000000	57
9	138000001	138394717	9
10	1	1000000	18
10	1000001	2000000	10
10	2000001	3000000	12
10	3000001	4000000	17
10	4000001	5000000	13
10	5000001	6000000	36
10	6000001	7000000	24
10	7000001	8000000	13
10	8000001	9000000	15
10	9000001	10000000	3
10	10000001	11000000	11
10	11000001	12000000	14
10	12000001	13000000	18
10	13000001	14000000	27
10	14000001	15000000	19
10	15000001	16000000	15
10	16000001	17000000	10
10	17000001	18000000	19
10	18000001	19000000	11
10	19000001	20000000	12
10	20000001	21000000	7
10	21000001	22000000	23
10	22000001	23000000	22
10	23000001	24000000	10
10	24000001	25000000	12
10	25000001	26000000	14
10	26000001	27000000	18
10	27000001	28000000	25
10	28000001	29000000	23
10	29000001	30000000	10
10	30000001	31000000	24
10	31000001	32000000	15
10	32000001	33000000	18
10	33000001	34000000	16
10	34000001	35000000	11
10	35000001	36000000	19
10	36000001	37000000	10
10	37000001	38000000	22
10	38000001	39000000	26
10	39000001	40000000	0
10	40000001	41000000	0
10	41000001	42000000	0
10	42000001	43000000	30
10	43000001	44000000	33
10	44000001	45000000	15
10	45000001	46000000	34
10	46000001	47000000	31
10	47000001	48000000	25
10	48000001	49000000	21
10	49000001	50000000	24
10	50000001	51000000	23
10	51000001	52000000	6
10	52000001	53000000	10
10	53000001	54000000	4
10	54000001	55000000	5
10	55000001	56000000	7
10	56000001	57000000	2
10	57000001	58000000	4
10	58000001	59000000	11
10	59000001	60000000	12
10	60000001	61000000	8
10	61000001	62000000	7
10	62000001	63000000	11
10	63000001	64000000	15
10	64000001	65000000	6
10	65000001	66000000	6
10	66000001	67000000	2
10	67000001	68000000	16
10	68000001	69000000	34
10	69000001	70000000	27
10	70000001	71000000	24
10	71000001	72000000	13
10	72000001	73000000	29
10	73000001	74000000	58
10	74000001	75000000	14
10	75000001	76000000	26
10	76000001	77000000	9
10	77000001	78000000	17
10	78000001	79000000	11
10	79000001	80000000	37
10	80000001	81000000	30
10	81000001	82000000	1
10	82000001	83000000	5
10	83000001	84000000	6
10	84000001	85000000	16
10	85000001	86000000	12
10	86000001	87000000	19
10	87000001	88000000	37
10	88000001	89000000	19
10	89000001	90000000	30
10	90000001	91000000	11
10	91000001	92000000	17
10	92000001	93000000	19
10	93000001	94000000	22
10	94000001	95000000	21
10	95000001	96000000	17
10	96000001	97000000	23
10	97000001	98000000	31
10	98000001	99000000	10
10	99000001	100000000	20
10	100000001	101000000	35
10	101000001	102000000	31
10	102000001	103000000	39
10	103000001	104000000	29
10	104000001	105000000	17
10	105000001	106000000	5
10	106000001	107000000	3
10	107000001	108000000	2
10	108000001	109000000	6
10	109000001	110000000	9
10	110000001	111000000	25
10	111000001	112000000	6
10	112000001	113000000	18
10	113000001	114000000	12
10	114000001	115000000	24
10	115000001	116000000	3
10	116000001	117000000	16
10	117000001	118000000	17
10	118000001	119000000	13
10	119000001	120000000	29
10	120000001	121000000	11
10	121000001	122000000	14
10	122000001	123000000	19
10	123000001	124000000	15
10	124000001	125000000	19
10	125000001	126000000	24
10	126000001	127000000	7
10	127000001	128000000	11
10	128000001	129000000	6
10	129000001	130000000	10
10	130000001	131000000	10
10	131000001	132000000	10
10	132000001	133000000	17
10	133000001	133797422	53
11	1	1000000	77
11	1000001	2000000	49
11	2000001	3000000	38
11	3000001	4000000	48
11	4000001	5000000	57
11	5000001	6000000	79
11	6000001	7000000	55
11	7000001	8000000	30
11	8000001	9000000	27
11	9000001	10000000	27
11	10000001	11000000	21
11	11000001	12000000	15
11	12000001	13000000	16
11	13000001	14000000	22
11	14000001	15000000	15
11	15000001	16000000	9
11	16000001	17000000	7
11	17000001	18000000	23
11	18000001	19000000	53
11	19000001	20000000	17
11	20000001	21000000	10
11	21000001	22000000	6
11	22000001	23000000	14
11	23000001	24000000	11
11	24000001	25000000	3
11	25000001	26000000	6
11	26000001	27000000	8
11	27000001	28000000	16
11	28000001	29000000	11
11	29000001	30000000	13
11	30000001	31000000	9
11	31000001	32000000	8
11	32000001	33000000	25
11	33000001	34000000	28
11	34000001	35000000	16
11	35000001	36000000	21
11	36000001	37000000	14
11	37000001	38000000	3
11	38000001	39000000	5
11	39000001	40000000	4
11	40000001	41000000	4
11	41000001	42000000	10
11	42000001	43000000	3
11	43000001	44000000	29
11	44000001	45000000	18
11	45000001	46000000	26
11	46000001	47000000	28
11	47000001	48000000	42
11	48000001	49000000	32
11	49000001	50000000	34
11	50000001	51000000	12
11	51000001	52000000	0
11	52000001	53000000	0
11	53000001	54000000	0
11	54000001	55000000	11
11	55000001	56000000	51
11	56000001	57000000	71
11	57000001	58000000	43
11	58000001	59000000	48
11	59000001	60000000	50
11	60000001	61000000	37
11	61000001	62000000	47
11	62000001	63000000	77
11	63000001	64000000	34
11	64000001	65000000	60
11	65000001	66000000	86
11	66000001	67000000	62
11	67000001	68000000	60
11	68000001	69000000	25
11	69000001	70000000	26
11	70000001	71000000	27
11	71000001	72000000	37
11	72000001	73000000	48
11	73000001	74000000	32
11	74000001	75000000	35
11	75000001	76000000	41
11	76000001	77000000	25
11	77000001	78000000	25
11	78000001	79000000	20
11	79000001	80000000	8
11	80000001	81000000	5
11	81000001	82000000	6
11	82000001	83000000	10
11	83000001	84000000	25
11	84000001	85000000	7
11	85000001	86000000	14
11	86000001	87000000	26
11	87000001	88000000	20
11	88000001	89000000	12
11	89000001	90000000	46
11	90000001	91000000	21
11	91000001	92000000	11
11	92000001	93000000	12
11	93000001	94000000	40
11	94000001	95000000	23
11	95000001	96000000	23
11	96000001	97000000	10
11	97000001	98000000	6
11	98000001	99000000	4
11	99000001	100000000	1
11	100000001	101000000	7
11	101000001	102000000	8
11	102000001	103000000	34
11	103000001	104000000	15
11	104000001	105000000	10
11	105000001	106000000	15
11	106000001	107000000	9
11	107000001	108000000	15
11	108000001	109000000	16
11	109000001	110000000	12
11	110000001	111000000	8
11	111000001	112000000	37
11	112000001	113000000	33
11	113000001	114000000	25
11	114000001	115000000	16
11	115000001	116000000	19
11	116000001	117000000	13
11	117000001	118000000	29
11	118000001	119000000	52
11	119000001	120000000	47
11	120000001	121000000	13
11	121000001	122000000	10
11	122000001	123000000	21
11	123000001	124000000	31
11	124000001	125000000	61
11	125000001	126000000	29
11	126000001	127000000	27
11	127000001	128000000	9
11	128000001	129000000	14
11	129000001	130000000	11
11	130000001	131000000	24
11	131000001	132000000	12
11	132000001	133000000	6
11	133000001	134000000	10
11	134000001	135000000	23
11	135000001	135086622	2
12	1	1000000	28
12	1000001	2000000	16
12	2000001	3000000	32
12	3000001	4000000	21
12	4000001	5000000	27
12	5000001	6000000	12
12	6000001	7000000	73
12	7000001	8000000	45
12	8000001	9000000	58
12	9000001	10000000	47
12	10000001	11000000	46
12	11000001	12000000	31
12	12000001	13000000	37
12	13000001	14000000	14
12	14000001	15000000	26
12	15000001	16000000	13
12	16000001	17000000	11
12	17000001	18000000	9
12	18000001	19000000	9
12	19000001	20000000	14
12	20000001	21000000	10
12	21000001	22000000	20
12	22000001	23000000	17
12	23000001	24000000	5
12	24000001	25000000	13
12	25000001	26000000	25
12	26000001	27000000	17
12	27000001	28000000	32
12	28000001	29000000	10
12	29000001	30000000	13
12	30000001	31000000	15
12	31000001	32000000	43
12	32000001	33000000	26
12	33000001	34000000	8
12	34000001	35000000	10
12	35000001	36000000	0
12	36000001	37000000	0
12	37000001	38000000	1
12	38000001	39000000	15
12	39000001	40000000	10
12	40000001	41000000	12
12	41000001	42000000	9
12	42000001	43000000	24
12	43000001	44000000	11
12	44000001	45000000	7
12	45000001	46000000	18
12	46000001	47000000	14
12	47000001	48000000	35
12	48000001	49000000	69
12	49000001	50000000	50
12	50000001	51000000	33
12	51000001	52000000	32
12	52000001	53000000	61
12	53000001	54000000	60
12	54000001	55000000	50
12	55000001	56000000	63
12	56000001	57000000	65
12	57000001	58000000	64
12	58000001	59000000	8
12	59000001	60000000	11
12	60000001	61000000	5
12	61000001	62000000	4
12	62000001	63000000	21
12	63000001	64000000	19
12	64000001	65000000	34
12	65000001	66000000	19
12	66000001	67000000	17
12	67000001	68000000	17
12	68000001	69000000	33
12	69000001	70000000	23
12	70000001	71000000	13
12	71000001	72000000	18
12	72000001	73000000	7
12	73000001	74000000	8
12	74000001	75000000	11
12	75000001	76000000	21
12	76000001	77000000	22
12	77000001	78000000	4
12	78000001	79000000	9
12	79000001	80000000	15
12	80000001	81000000	15
12	81000001	82000000	10
12	82000001	83000000	6
12	83000001	84000000	5
12	84000001	85000000	7
12	85000001	86000000	9
12	86000001	87000000	3
12	87000001	88000000	10
12	88000001	89000000	11
12	89000001	90000000	24
12	90000001	91000000	6
12	91000001	92000000	12
12	92000001	93000000	16
12	93000001	94000000	26
12	94000001	95000000	20
12	95000001	96000000	28
12	96000001	97000000	17
12	97000001	98000000	23
12	98000001	99000000	14
12	99000001	100000000	4
12	100000001	101000000	19
12	101000001	102000000	33
12	102000001	103000000	16
12	103000001	104000000	19
12	104000001	105000000	17
12	105000001	106000000	8
12	106000001	107000000	21
12	107000001	108000000	21
12	108000001	109000000	21
12	109000001	110000000	31
12	110000001	111000000	30
12	111000001	112000000	23
12	112000001	113000000	22
12	113000001	114000000	27
12	114000001	115000000	18
12	115000001	116000000	15
12	116000001	117000000	23
12	117000001	118000000	10
12	118000001	119000000	22
12	119000001	120000000	18
12	120000001	121000000	52
12	121000001	122000000	35
12	122000001	123000000	38
12	123000001	124000000	45
12	124000001	125000000	26
12	125000001	126000000	13
12	126000001	127000000	23
12	127000001	128000000	20
12	128000001	129000000	15
12	129000001	130000000	10
12	130000001	131000000	33
12	131000001	132000000	35
12	132000001	133000000	52
12	133000001	133275309	17
13	1	1000000	0
13	1000001	2000000	0
13	2000001	3000000	0
13	3000001	4000000	0
13	4000001	5000000	0
13	5000001	6000000	0
13	6000001	7000000	0
13	7000001	8000000	0
13	8000001	9000000	0
13	9000001	10000000	0
13	10000001	11000000	0
13	11000001	12000000	0
13	12000001	13000000	0
13	13000001	14000000	0
13	14000001	15000000	0
13	15000001	16000000	0
13	16000001	17000000	0
13	17000001	18000000	0
13	18000001	19000000	32
13	19000001	20000000	35
13	20000001	21000000	27
13	21000001	22000000	29
13	22000001	23000000	14
13	23000001	24000000	18
13	24000001	25000000	29
13	25000001	26000000	18
13	26000001	27000000	20
13	27000001	28000000	30
13	28000001	29000000	17
13	29000001	30000000	12
13	30000001	31000000	29
13	31000001	32000000	10
13	32000001	33000000	16
13	33000001	34000000	13
13	34000001	35000000	10
13	35000001	36000000	5
13	36000001	37000000	20
13	37000001	38000000	14
13	38000001	39000000	13
13	39000001	40000000	11
13	40000001	41000000	16
13	41000001	42000000	25
13	42000001	43000000	15
13	43000001	44000000	13
13	44000001	45000000	21
13	45000001	46000000	29
13	46000001	47000000	24
13	47000001	48000000	6
13	48000001	49000000	23
13	49000001	50000000	23
13	50000001	51000000	23
13	51000001	52000000	29
13	52000001	53000000	29
13	53000001	54000000	8
13	54000001	55000000	5
13	55000001	56000000	4
13	56000001	57000000	3
13	57000001	58000000	12
13	58000001	59000000	6
13	59000001	60000000	4
13	60000001	61000000	15
13	61000001	62000000	6
13	62000001	63000000	8
13	63000001	64000000	11
13	64000001	65000000	2
13	65000001	66000000	4
13	66000001	67000000	6
13	67000001	68000000	9
13	68000001	69000000	9
13	69000001	70000000	5
13	70000001	71000000	5
13	71000001	72000000	7
13	72000001	73000000	11
13	73000001	74000000	14
13	74000001	75000000	8
13	75000001	76000000	16
13	76000001	77000000	10
13	77000001	78000000	20
13	78000001	79000000	14
13	79000001	80000000	11
13	80000001	81000000	8
13	81000001	82000000	7
13	82000001	83000000	1
13	83000001	84000000	5
13	84000001	85000000	5
13	85000001	86000000	6
13	86000001	87000000	5
13	87000001	88000000	12
13	88000001	89000000	7
13	89000001	90000000	10
13	90000001	91000000	8
13	91000001	92000000	13
13	92000001	93000000	10
13	93000001	94000000	4
13	94000001	95000000	14
13	95000001	96000000	15
13	96000001	97000000	10
13	97000001	98000000	11
13	98000001	99000000	19
13	99000001	100000000	29
13	100000001	101000000	15
13	101000001	102000000	7
13	102000001	103000000	23
13	103000001	104000000	4
13	104000001	105000000	1
13	105000001	106000000	7
13	106000001	107000000	15
13	107000001	108000000	6
13	108000001	109000000	7
13	109000001	110000000	14
13	110000001	111000000	25
13	111000001	112000000	11
13	112000001	113000000	18
13	113000001	114000000	39
13	114000001	114364328	13
14	1	1000000	0
14	1000001	2000000	0
14	2000001	3000000	0
14	3000001	4000000	0
14	4000001	5000000	0
14	5000001	6000000	0
14	6000001	7000000	0
14	7000001	8000000	0
14	8000001	9000000	0
14	9000001	10000000	0
14	10000001	11000000	0
14	11000001	12000000	0
14	12000001	13000000	0
14	13000001	14000000	0
14	14000001	15000000	0
14	15000001	16000000	0
14	16000001	17000000	1
14	17000001	18000000	0
14	18000001	19000000	30
14	19000001	20000000	52
14	20000001	21000000	70
14	21000001	22000000	75
14	22000001	23000000	132
14	23000001	24000000	50
14	24000001	25000000	56
14	25000001	26000000	8
14	26000001	27000000	9
14	27000001	28000000	4
14	28000001	29000000	16
14	29000001	30000000	8
14	30000001	31000000	17
14	31000001	32000000	25
14	32000001	33000000	13
14	33000001	34000000	1
14	34000001	35000000	24
14	35000001	36000000	30
14	36000001	37000000	24
14	37000001	38000000	12
14	38000001	39000000	13
14	39000001	40000000	18
14	40000001	41000000	3
14	41000001	42000000	7
14	42000001	43000000	7
14	43000001	44000000	5
14	44000001	45000000	15
14	45000001	46000000	17
14	46000001	47000000	4
14	47000001	48000000	6
14	48000001	49000000	7
14	49000001	50000000	34
14	50000001	51000000	33
14	51000001	52000000	27
14	52000001	53000000	21
14	53000001	54000000	13
14	54000001	55000000	11
14	55000001	56000000	28
14	56000001	57000000	16
14	57000001	58000000	14
14	58000001	59000000	25
14	59000001	60000000	12
14	60000001	61000000	29
14	61000001	62000000	15
14	62000001	63000000	8
14	63000001	64000000	25
14	64000001	65000000	26
14	65000001	66000000	22
14	66000001	67000000	8
14	67000001	68000000	29
14	68000001	69000000	18
14	69000001	70000000	21
14	70000001	71000000	29
14	71000001	72000000	16
14	72000001	73000000	11
14	73000001	74000000	47
14	74000001	75000000	33
14	75000001	76000000	33
14	76000001	77000000	25
14	77000001	78000000	36
14	78000001	79000000	7
14	79000001	80000000	7
14	80000001	81000000	5
14	81000001	82000000	20
14	82000001	83000000	5
14	83000001	84000000	6
14	84000001	85000000	7
14	85000001	86000000	7
14	86000001	87000000	5
14	87000001	88000000	10
14	88000001	89000000	20
14	89000001	90000000	18
14	90000001	91000000	20
14	91000001	92000000	21
14	92000001	93000000	14
14	93000001	94000000	24
14	94000001	95000000	28
14	95000001	96000000	25
14	96000001	97000000	25
14	97000001	98000000	9
14	98000001	99000000	10
14	99000001	100000000	19
14	100000001	101000000	95
14	101000001	102000000	69
14	102000001	103000000	22
14	103000001	104000000	49
14	104000001	105000000	35
14	105000001	106000000	89
14	106000001	107000000	135
14	107000001	107043718	0
15	1	1000000	0
15	1000001	2000000	0
15	2000001	3000000	0
15	3000001	4000000	0
15	4000001	5000000	0
15	5000001	6000000	0
15	6000001	7000000	0
15	7000001	8000000	0
15	8000001	9000000	0
15	9000001	10000000	0
15	10000001	11000000	0
15	11000001	12000000	0
15	12000001	13000000	0
15	13000001	14000000	0
15	14000001	15000000	0
15	15000001	16000000	0
15	16000001	17000000	0
15	17000001	18000000	0
15	18000001	19000000	0
15	19000001	20000000	8
15	20000001	21000000	46
15	21000001	22000000	53
15	22000001	23000000	41
15	23000001	24000000	25
15	24000001	25000000	20
